t_norm,sim_x,sim_y,real_x_interp,real_y_interp,sim_x_norm,sim_y_norm,real_x_interp_norm,real_y_interp_norm
0.0,0.0,0.0,0.0,0.0,0.00044087040825986656,0.9999979478169667,0.00044087040825986656,0.9999979478169667
0.00011496895838123707,0.0006853125000000071,4.166666700000654e-05,0.9186019774660842,-0.05403541043918142,0.00044283891729770945,0.9999980494427753,0.003079486068739297,0.9998661544034335
0.00022993791676247414,0.0013712845511147098,8.231544914860667e-05,1.8372039549321684,-0.10807082087836284,0.00044480932084693247,0.9999981485859429,0.005718101729218727,0.9997343609899002
0.0003449068751437112,0.0020579161572767124,0.00012194325322389954,2.7558059323982524,-0.16210623131754426,0.0004467816189188317,0.9999982452389252,0.008356717389698157,0.999602567576367
0.0004598758335249483,0.0027452073176597036,0.00016054697331380208,3.6744079098643367,-0.21614164175672568,0.00044875581151103373,0.9999983393941467,0.010995333050177587,0.9994707741628337
0.0005748447919061853,0.003433158026625721,0.00019812349075221114,4.59300988733042,-0.2701770521959071,0.0004507318986073438,0.9999984310440013,0.013633948710657016,0.9993389807493006
0.0006898137502874224,0.00412176827367261,0.00023466967405533223,5.511611864796505,-0.3242124626350885,0.00045270988017759534,0.9999985201808508,0.016272564371136448,0.9992071873357673
0.0008047827086686595,0.004811038043380705,0.00027018237885673146,6.43021384226259,-0.37824787307427,0.00045468975617749647,0.9999986067970262,0.01891118003161588,0.9990753939222341
0.0009197516670498966,0.0055009673153584016,0.0003046584478429981,7.3488158197286735,-0.43228328351345136,0.00045667152654847384,0.9999986908848267,0.021549795692095308,0.9989436005087008
0.0010347206254311336,0.006191556064188225,0.00033809471068851904,8.267417797194756,-0.4863186939526328,0.0004586551912175177,0.99999877243652,0.024188411352574737,0.9988118070951676
0.0011496895838123706,0.006882804259371517,0.000370487983989809,9.18601977466084,-0.5403541043918142,0.00046064075009702286,0.9999988514443416,0.026827027013054165,0.9986800136816343
0.0012646585421936078,0.007574711865272921,0.00040183507120022943,10.104621752126926,-0.5943895148309957,0.0004626282030846294,0.9999989279004949,0.0294656426735336,0.9985482202681011
0.0013796275005748448,0.008267278841063819,0.00043213276256304223,11.02322372959301,-0.648424925270177,0.0004646175500630602,0.9999990017971515,0.03210425833401303,0.9984164268545679
0.0014945964589560819,0.008960505140666514,0.00046137783504551777,11.941825707059094,-0.7024603357093585,0.00046660879089996057,0.9999990731264502,0.03474287399449246,0.9982846334410346
0.001609565417337319,0.009654390712695804,0.0004895670522720996,12.86042768452518,-0.75649574614854,0.0004686019254477303,0.9999991418804974,0.03738148965497189,0.9981528400275014
0.001724534375718556,0.010348935500401918,0.0005166971644566254,13.779029661991263,-0.8105311565877213,0.0004705969535433598,0.999999208051367,0.040020105315451325,0.9980210466139681
0.0018395033340997931,0.011044139441611617,0.0005427649083352137,14.697631639457347,-0.8645665670269027,0.00047259387500826126,0.9999992716310997,0.04265872097593075,0.9978892532004349
0.0019544722924810303,0.011740002468669214,0.0005677670070982077,15.616233616923433,-0.9186019774660843,0.0004745926896480987,0.9999993326117032,0.04529733663641019,0.9977574597869016
0.002069441250862267,0.012436524508376817,0.0005917001703217295,16.534835594389513,-0.9726373879052655,0.0004765933972526166,0.9999993909851522,0.04793595229688961,0.9976256663733685
0.0021844102092435044,0.013133705481934016,0.0006145610938992352,17.426764773511152,-1.026672798344447,0.00047859599759546664,0.999999446743388,0.050497952333685536,0.9974938729598352
0.002299379167624741,0.013831545304877318,0.0006363464599721258,18.291331340538054,-1.0807082087836284,0.0004806004904340338,0.9999994998783182,0.05298135530825441,0.997362079546302
0.0024143481260059784,0.014530043887017924,0.0006570529368609135,19.155897907564956,-1.1347436192228098,0.00048260687550925744,0.9999995503818166,0.05546475828282328,0.9972302861327687
0.0025293170843872156,0.015229201132380216,0.0006766771789948334,20.02046447459186,-1.1887790296619913,0.00048461515254545476,0.9999995982457236,0.05794816125739216,0.9970984927192355
0.0026442860427684524,0.015929016939138424,0.0006952158268420106,20.885031041618763,-1.2428144401011727,0.0004866253212501389,0.9999996434618451,0.060431564231961034,0.9969666993057021
0.0027592550011496897,0.01662949119955362,0.0007126655068391274,21.749597608645665,-1.296849850540354,0.0004886373813138377,0.9999996860219529,0.0629149672065299,0.9968349058921689
0.002874223959530927,0.017330623799909323,0.0007290228313201474,22.61416417567257,-1.3508852609795357,0.0004906513324099091,0.9999997259177843,0.06539837018109879,0.9967031124786357
0.0029891929179121637,0.0180324146204468,0.0007442843984452052,23.478730742699472,-1.404920671418717,0.0004926671741943552,0.9999997631410423,0.06788177315566767,0.9965713190651024
0.003104161876293401,0.018734863535299823,0.0007584467921291083,24.343297309726374,-1.4589560818578984,0.0004946849063056345,0.9999997976833952,0.07036517613023653,0.9964395256515692
0.003219130834674638,0.019437970412428007,0.00077150658196945,25.20786387675328,-1.51299149229708,0.0004967045283644708,0.9999998295364757,0.07284857910480542,0.9963077322380359
0.003334099793055875,0.020141735113550913,0.0007834603231735016,26.072430443780178,-1.567026902736261,0.000498726039973664,0.9999998586918823,0.07533198207937428,0.9961759388245027
0.003449068751437112,0.02084615749407981,0.000794304556486547,26.936997010807083,-1.6210623131754427,0.0005007494407178938,0.9999998851411775,0.07781538505394317,0.9960441454109694
0.003564037709818349,0.02155123740305001,0.0008040358081176091,27.801563577833985,-1.675097723614624,0.0005027747301635251,0.999999908875889,0.08029878802851204,0.9959123519974363
0.0036790066681995862,0.022256974683051517,0.0008126505896668967,28.666130144860887,-1.7291331340538054,0.0005048019078584098,0.9999999298875082,0.08278219100308092,0.9957805585839029
0.0037939756265808235,0.02296336917016012,0.0008201453980511975,29.530696711887792,-1.783168544492987,0.0005068309733316875,0.999999948167491,0.0852655939776498,0.9956487651703698
0.003908944584962061,0.0236704206938666,0.0008265167154299369,30.395263278914697,-1.8372039549321686,0.0005088619260935833,0.9999999637072576,0.08774899695221867,0.9955169717568365
0.004023913543343297,0.0243781290770059,0.0008317610091304051,31.259829845941592,-1.8912393653713495,0.000510894765635204,0.9999999764981916,0.09023239992678753,0.9953851783433033
0.004138882501724534,0.0250864941356852,0.0008358747315728166,32.1243964129685,-1.945274775810531,0.0005129294914283309,0.9999999865316405,0.0927158029013564,0.9952533849297701
0.0042538514601057715,0.0257955156792119,0.0008388543201944265,32.9889629799954,-1.9993101862497127,0.0005149661029252139,0.9999999937989148,0.09519920587592527,0.9951215915162368
0.004368820418487009,0.026505193510019925,0.0008406961973742022,33.586801563577836,-1.946654403311106,0.0005170045995583591,0.9999999982912889,0.09691645261365908,0.9952500199915522
0.004483789376868246,0.02721552742359601,0.0008413967703564396,34.18119107840883,-1.8926189928719244,0.0005190449807403174,1.0,0.09862379215867519,0.9953818134050855
0.004598758335249482,0.027926517208404722,0.0008409524311737138,34.77558059323982,-1.8385835824327434,0.0005210872458634691,0.9999999989162482,0.10033113170369128,0.9955136068186187
0.00471372729363072,0.02863816264581312,0.0008393595565706069,35.36997010807082,-1.7845481719935619,0.0005231313942998074,0.9999999950311961,0.10203847124870737,0.995645400232152
0.004828696252011957,0.029350463510014607,0.0008366145079257148,35.96435962290182,-1.7305127615543805,0.0005251774254007196,0.9999999883359693,0.10374581079372348,0.9957771936456851
0.004943665210393194,0.03006341956795161,0.0008327136311738204,36.55874913773281,-1.676477351115199,0.0005272253384967652,0.9999999788216553,0.10545315033873959,0.9959089870592184
0.005058634168774431,0.03077703057923742,0.0008276532567280115,37.15313865256381,-1.6224419406760173,0.0005292751328974515,0.9999999664793039,0.1071604898837557,0.9960407804727516
0.0051736031271556685,0.03149129629607822,0.0008214296994007997,37.747528167394805,-1.568406530236836,0.000531326807891009,0.9999999512999269,0.1088678294287718,0.9961725738862849
0.005288572085536905,0.03220621646319302,0.0008140392583254052,38.3419176822258,-1.5143711197976548,0.0005333803627441624,0.9999999332744979,0.11057516897378789,0.9963043672998181
0.005403541043918142,0.03292179081773361,0.0008054782168760433,38.93630719705679,-1.4603357093584735,0.0005354357967018995,0.9999999123939518,0.11228250851880399,0.9964361607133514
0.005518510002299379,0.033638019089202914,0.000795742842587932,39.53069671188779,-1.4063002989192919,0.0005374931089872377,0.9999998886491852,0.1139898480638201,0.9965679541268846
0.005633478960680617,0.034354900999373716,0.0007848293870778011,40.125086226718786,-1.3522648884801105,0.0005395522988009902,0.9999998620310557,0.1156971876088362,0.9966997475404178
0.005748447919061854,0.03507243626220541,0.000772734085962512,40.71947574154978,-1.298229478040929,0.0005416133653215268,0.9999998325303817,0.11740452715385229,0.9968315409539511
0.00586341687744309,0.035790624583760006,0.0007594531587784004,41.31386525638077,-1.2441940676017478,0.0005436763077045322,0.9999998001379429,0.11911186669886839,0.9969633343674843
0.005978385835824327,0.0365094656621181,0.0007449828088996191,41.90825477121177,-1.1901586571625664,0.0005457411250827656,0.999999764844479,0.12081920624388451,0.9970951277810176
0.006093354794205565,0.037228959187293104,0.0007293192234567036,42.50264428604277,-1.1361232467233848,0.0005478078165658138,0.9999997266406906,0.1225265457889006,0.9972269211945508
0.006208323752586802,0.037949104841144915,0.0007124585732538047,43.09703380087377,-1.0820878362842035,0.0005498763812398428,0.999999685517238,0.12423388533391672,0.9973587146080841
0.006323292710968039,0.03866990229729242,0.0006943970126863097,43.69142331570476,-1.0280524258450219,0.0005519468181673474,0.9999996414647415,0.1259412248789328,0.9974905080216172
0.006438261669349276,0.03939135122102591,0.0006751306796577983,44.363761784318235,-1.0,0.0005540191263868989,0.9999995944737818,0.12787246697936883,0.9975589284320473
0.006553230627730513,0.040113451269217615,0.0006546556954963312,45.12025753046677,-1.0,0.0005560933049128884,0.9999995445348985,0.1300454445821166,0.9975589284320473
0.00666819958611175,0.04083620209023142,0.0006329681648707397,45.87675327661531,-1.0,0.0005581693527352673,0.9999994916385909,0.13221842218486435,0.9975589284320473
0.006783168544492987,0.04155960332383271,0.0006100641757064151,46.633249022763856,-1.0,0.0005602472688192885,0.9999994357753174,0.1343913997876121,0.9975589284320473
0.006898137502874224,0.04228365460109551,0.0005859397991000992,47.389744768912394,-1.0,0.0005623270521052398,0.9999993769354952,0.13656437739035987,0.9975589284320473
0.007013106461255462,0.04300835554431051,0.0005605910892354515,48.14624051506093,-1.0,0.0005644087015081793,0.9999993151095005,0.13873735499310763,0.9975589284320473
0.007128075419636698,0.04373370576689051,0.00053401408329673,48.90273626120947,-1.0,0.0005664922159176641,0.9999992502876678,0.1409103325958554,0.9975589284320473
0.007243044378017935,0.04445970487327611,0.0005062048013835252,49.659232007358014,-1.0,0.0005685775941974793,0.9999991824602901,0.14308331019860318,0.9975589284320473
0.0073580133363991725,0.04518635245883962,0.00047715924642371954,50.41572775350655,-1.0,0.0005706648351853622,0.9999991116176185,0.14525628780135094,0.9975589284320473
